TaxID,Name,Pathogenic associations
1717,Corynebacterium diphtheriae,"Дифтерия, инфекции кожи"
61592,Corynebacterium durum,"Септицемия, перитониты, инфекции уретрального тракта, глазные инфекции, эндокардиты, остеомиелиты, септические артрииты, менингиты, абсцессы. Нозокмиальные вспышки. Может быть лабораторным контаминантом"
108486,Corynebacterium falsenii,"Септицемия, перитониты, инфекции уретрального тракта, глазные инфекции, эндокардиты, остеомиелиты, септические артрииты, менингиты, абсцессы. Нозокмиальные вспышки. Может быть лабораторным контаминантом"
1852390,Corynebacterium fournieri,"Септицемия, перитониты, инфекции уретрального тракта, глазные инфекции, эндокардиты, остеомиелиты, септические артрииты, менингиты, абсцессы. Нозокмиальные вспышки. Может быть лабораторным контаминантом"
556548,Corynebacterium freiburgense,"Септицемия, перитониты, инфекции уретрального тракта, глазные инфекции, эндокардиты, остеомиелиты, септические артрииты, менингиты, абсцессы. Нозокмиальные вспышки. Может быть лабораторным контаминантом"
134034,Corynebacterium freneyi,"Септицемия, перитониты, инфекции уретрального тракта, глазные инфекции, эндокардиты, остеомиелиты, септические артрииты, менингиты, абсцессы. Нозокмиальные вспышки. Может быть лабораторным контаминантом"
39791,Corynebacterium glucuronolyticum,Нозокомиальные инфекции. Инфекции уретрального тракта. Может быть лабораторным контаминантом
2041036,Corynebacterium gottingense,Нозокомиальные инфекции. Может быть лабораторным контаминантом
394964,Corynebacterium hansenii,Редкий
156978,Corynebacterium imitans,Нозокомиальные инфекции. Может быть лабораторным контаминантом
38289,Corynebacterium jeikeium,Нозокомиальные инфекции. Может быть лабораторным контаминантом
161879,Corynebacterium kroppenstedtii,Нозокомиальные инфекции. Может быть лабораторным контаминантом
35755,Corynebacterium kutscheri,Нозокомиальные инфекции. Может быть лабораторным контаминантом
161889,Corynebacterium lipophiloflavum,Нозокомиальные инфекции. Может быть лабораторным контаминантом
2804918,Corynebacterium lipophilum,Нозокомиальные инфекции. Может быть лабораторным контаминантом
1544413,Corynebacterium lowii,Нозокомиальные инфекции. Может быть лабораторным контаминантом
38290,Corynebacterium macginleyi,Нозокомиальные инфекции. Может быть лабораторным контаминантом
441501,Corynebacterium massiliense,Нозокомиальные инфекции. Может быть лабораторным контаминантом
43768,Corynebacterium matruchotii,Нозокомиальные инфекции. Может быть лабораторным контаминантом
38301,Corynebacterium minutissimum,"Эритразма, бактериемия, эндокардиты"
57171,Corynebacterium mucifaciens,Нозокомиальные инфекции. Может быть лабораторным контаминантом
38302,Corynebacterium mycetoides,"Язва тропическая, септицемия"
1544416,Corynebacterium oculi,Глазные инфекции
1288393,Corynebacterium pilbarense,Редкий
35756,Corynebacterium pilosum,Нозокомиальные инфекции. Может быть лабораторным контаминантом
43769,Corynebacterium propinquum,Нозокомиальные инфекции. Может быть лабораторным контаминантом
37637,Corynebacterium pseudodiphtheriticum,"Инфекции уретрального тракта, эндокардиты, лимфаденопатия, некротизирующий трахеит"
1719,Corynebacterium pseudotuberculosis,"Лимфадениты, легочные инфекции. Зооноз (с/х животные)"
598660,Corynebacterium pyruviciproducens,Нозокомиальные инфекции. Может быть лабораторным контаминантом
1724,Corynebacterium renale,Нозокомиальные инфекции. Может быть лабораторным контаминантом
258224,Corynebacterium resistens,Нозокомиальные инфекции. Может быть лабораторным контаминантом
156976,Corynebacterium riegelii,Нозокомиальные инфекции. Может быть лабораторным контаминантом
2719119,Corynebacterium rouxii,Редкий
2594913,Corynebacterium sanguinis,Нозокомиальные инфекции. Может быть лабораторным контаминантом
146827,Corynebacterium simulans,Нозокомиальные инфекции. Может быть лабораторным контаминантом
161899,Corynebacterium singulare,Нозокомиальные инфекции. Может быть лабораторным контаминантом
489915,Corynebacterium sputi,Легочные инфекции
43770,Corynebacterium striatum,Нозокомиальные инфекции. Может быть лабораторным контаминантом
161902,Corynebacterium sundsvallense,Нозокомиальные инфекции. Может быть лабораторным контаминантом
62629,Corynebacterium thomssenii,Нозокомиальные инфекции. Может быть лабораторным контаминантом
441500,Corynebacterium timonense,Нозокомиальные инфекции. Может быть лабораторным контаминантом
38304,Corynebacterium tuberculostearicum,Нозокомиальные инфекции. Может быть лабораторным контаминантом
302449,Corynebacterium tuscaniense,Нозокомиальные инфекции. Может быть лабораторным контаминантом
65058,Corynebacterium ulcerans,"Дифтериеподобные заболевания, фарингиты"
43771,Corynebacterium urealyticum,Нозокомиальные инфекции. Может быть лабораторным контаминантом
401472,Corynebacterium ureicelerivorans,Бактериемия
38305,Corynebacterium vitaeruminis,Ассоциирован с аневризмой аорты
1725,Corynebacterium xerosis,Нозокомиальные инфекции. Может быть лабораторным контаминанто Нозокомиальные инфекции. Может быть лабораторным контаминантом
29321,Corynebacterium otitidis,"Отиты, абсцессы шеи"
777,Coxiella burnetii,Лихорадка Ку
413503,Cronobacter malonaticus,"Менингиты, энтероколиты, септицемия. Ассоциирован с пищей"
413502,Cronobacter turicensis,"Менингиты, энтероколиты, септицемия. Ассоциирован с пищей"
28141,Cronobacter sakazakii,"Менингиты, энтероколиты, септицемия. Ассоциирован с пищей"
1118202,Cruoricaptor ignavus,Септицемия
84163,Cryptobacterium curtum,Периодонтиты
82541,Cupriavidus gilardii,"Менингиты, легочные инфекции у лиц с муковисцидозом, сепсис"
119219,Cupriavidus metallidurans,"Менингиты, легочные инфекции у лиц с муковисцидозом, сепсис"
82633,Cupriavidus pauculus,"Менингиты, легочные инфекции у лиц с муковисцидозом, сепсис"
195930,Cupriavidus respiraculi,"Менингиты, легочные инфекции у лиц с муковисцидозом, сепсис"
164546,Cupriavidus taiwanensis,"Менингиты, легочные инфекции у лиц с муковисцидозом, сепсис"
2035,Curtobacterium flaccumfaciens,"Септические артриты, кератиты"
2559073,Cutibacterium modestum,Остеомиелиты
1747,Cutibacterium acnes,"Абсцессы, эндокардиты, бактериемия, септические артриты, эндофтальмиты"
33010,Cutibacterium avidum,"Абсцессы, эндокардиты, бактериемия, септические артриты, эндофтальмиты"
33011,Cutibacterium granulosum,"Абсцессы, эндокардиты, бактериемия, септические артриты, эндофтальмиты"
1574624,Cutibacterium namnetense,Остеомиелиты
80866,Delftia acidovorans,"Бактериемия, эндокардиты"
558537,Delftia lacustris,"Глазные инфекции, эндокардиты, кератиты, бактериемия"
180282,Delftia tsuruhatensis,"Бактериемия, пневмонии"
36740,Dermabacter hominis,"Абсцессы мозга, бактериемия, раневые инфекции"
1667168,Dermabacter jinjuensis,"Инфекции кожи, абсцессы, бактериемия"
322601,Dermacoccus barathri,"Бактериемия, КАИК"
1274,Dermacoccus nishinomiyaensis,"КАИК, абсцессы мозга"
1863,Dermatophilus congolensis,Инфекции кожи. Зооноз (с/х животные)
500615,Desmospora activa,Легочные инфекции
132132,Desulfomicrobium orale,Периодонтиты
876,Desulfovibrio desulfuricans,"Бактериемия, абсцессы печени"
44742,Desulfovibrio fairfieldensis,"Инфекции уретрального тракта, менингоэнцефалит"
571438,Desulfovibrio legallii,"Бактериемия, инфекции протезированных суставов"
901,Desulfovibrio piger,Абсцессы эпителиального копчикового хода. Флора кишечника
218538,Dialister invisus,"Периодонтиты, инфекции эндодонта, бактериемия"
309120,Dialister micraerophilus,"Периодонтиты, инфекции эндодонта, бактериемия"
39950,Dialister pneumosintes,"Периодонтиты, инфекции эндодонта, бактериемия"
308994,Dialister propionicifaciens,"Периодонтиты, инфекции эндодонта, бактериемия"
870,Dichelobacter nodosus,"Инфекции эпителиального копчикового хода, инфекции кишечной стомы, раневые инфекции"
983873,Dietzia aurantiaca,Редкий
37915,Dietzia maris,"Инфекции ассоциированные с протезами, бактериемия"
282305,Dietzia papillomatosis,"Бактериемия, инфекции кожи"
323415,Dokdonella koreensis,Бактериемия
84521,Dolosicoccus paucivorans,Бактериемия
29394,Dolosigranulum pigrum,"Инфекции спинного мозга, глазные инфекции"
231455,Dyella japonica,Бактериемия
45254,Dysgonomonas capnocytophagoides,"Диарея, бактериемия, абсцессы"
156974,Dysgonomonas gadei,"Диарея, бактериемия, абсцессы"
637886,Dysgonomonas hofstadii,"Диарея, бактериемия, абсцессы"
163665,Dysgonomonas mossii,"Диарея, бактериемия, абсцессы"
93378,Edwardsiella hoshinae,"Раневые инфекции, абсцессы, гастроэнтериты. Ассоциирован с водой и рыбой"
67780,Edwardsiella ictaluri,"Раневые инфекции, абсцессы, гастроэнтериты"
636,Edwardsiella tarda,"Раневые инфекции, абсцессы, гастроэнтериты"
1117041,Effusibacillus consociatus,Бактериемия
84112,Eggerthella lenta,"Абсцессы прямой кишки, бактериемия"
242230,Eggerthella sinensis,"Абсцессы прямой кишки, бактериемия"
31973,Eggerthia catenaformis,"Абсцессы, бактериемия, эндометриты, эндокардиты, легочные инфекции, инфекции уретрального тракта"
944,Ehrlichia canis,Эрлихиоз. Ассоциирован с укусами собак
945,Ehrlichia chaffeensis,Эрлихиоз
947,Ehrlichia ewingii,Эрлихиоз
35795,Ehrlichia muris,Эрлихиоз
951,Ehrlichia sennetsu,Лихорадка Сеннетсу
539,Eikenella corrodens,"HACEK. Септицемия, эндокардиты, абсцессы, септические артриты, инфекции ЦНС"
2528037,Eikenella exigua,"Абсцессы мозга, бактериемия, раневые инфекции"
1795832,Eikenella halliae,"Бактериемия, эмпиема"
1795827,Eikenella longinqua,Редкий
1432052,Eisenbergiella tayi,Бактериемия
1117645,Elizabethkingia anophelis,"Менингиты, сепсис"
1756149,Elizabethkingia bruuniana,"Бактериемия, пневмонии, инфекции уретрального тракта, сепсис"
238,Elizabethkingia meningoseptica,"Менингиты, бактериемия, эндокардиты, некротизирующий фасциит, пневмонии"
172045,Elizabethkingia miricola,"Бактериемия, абсцессы легкого, инфекции уретрального тракта"
247,Empedobacter brevis,"Эндофтальмиты, бактериемия, инфекции уретрального тракта"
343874,Empedobacter falsenii,"Бактериемия, раневые инфекции"
61645,Enterobacter asburiae,"ESKAPE. Бактериемия, инфекции респираторного тракта, инфекции уретрального тракта, сепсис. Нозокомиальные вспышки"
881260,Enterobacter bugandensis,"ESKAPE. Бактериемия, инфекции респираторного тракта, инфекции уретрального тракта, сепсис. Нозокомиальные вспышки"
69218,Enterobacter cancerogenus,"ESKAPE. Бактериемия, инфекции респираторного тракта, инфекции уретрального тракта, сепсис. Нозокомиальные вспышки"
550,Enterobacter cloacae,"ESKAPE. Бактериемия, инфекции респираторного тракта, инфекции уретрального тракта, сепсис. Нозокомиальные вспышки"
158836,Enterobacter hormaechei,"ESKAPE. Бактериемия, инфекции респираторного тракта, инфекции уретрального тракта, сепсис. Нозокомиальные вспышки"
2494702,Enterobacter huaxiensis,"ESKAPE. Бактериемия, инфекции респираторного тракта, инфекции уретрального тракта, сепсис. Нозокомиальные вспышки"
208224,Enterobacter kobei,"ESKAPE. Бактериемия, инфекции респираторного тракта, инфекции уретрального тракта, сепсис. Нозокомиальные вспышки"
299767,Enterobacter ludwigii,"ESKAPE. Бактериемия, инфекции респираторного тракта, инфекции уретрального тракта, сепсис. Нозокомиальные вспышки"
2529382,Enterobacter quasihormaechei,"ESKAPE. Бактериемия, инфекции респираторного тракта, инфекции уретрального тракта, сепсис. Нозокомиальные вспышки"
2529381,Enterobacter wuhouensis,"ESKAPE. Бактериемия, инфекции респираторного тракта, инфекции уретрального тракта, сепсис. Нозокомиальные вспышки"
358742,Enterocloster aldenensis,"Раневые инфекции, бактериемия, абсцессы"
208479,Enterocloster bolteae,"Раневые инфекции, бактериемия, абсцессы"
358743,Enterocloster citroniae,"Раневые инфекции, бактериемия, абсцессы"
1531,Enterocloster clostridioformis,"Раневые инфекции, бактериемия, абсцессы"
460384,Enterocloster lavalensis,"Раневые инфекции, бактериемия, абсцессы"
33945,Enterococcus avium,"Бактериемия, абсцессы, эндокардиты, менингиты, инфекции уретрального тракта, перитониты, остеомиелиты, раневые инфекции. Нозокомиальные вспышки"
44008,Enterococcus cecorum,"Бактериемия, абсцессы, эндокардиты, менингиты, инфекции уретрального тракта, перитониты, остеомиелиты, раневые инфекции. Нозокомиальные вспышки"
44009,Enterococcus dispar,"Бактериемия, абсцессы, эндокардиты, менингиты, инфекции уретрального тракта, перитониты, остеомиелиты, раневые инфекции. Нозокомиальные вспышки"
53345,Enterococcus durans,"Бактериемия, абсцессы, эндокардиты, менингиты, инфекции уретрального тракта, перитониты, остеомиелиты, раневые инфекции. Нозокомиальные вспышки"
1351,Enterococcus faecalis,"Бактериемия, абсцессы, эндокардиты, менингиты, инфекции уретрального тракта, перитониты, остеомиелиты, раневые инфекции. Нозокомиальные вспышки"
1352,Enterococcus faecium,"ESKAPE. Бактериемия, инфекции респираторного тракта, инфекции уретрального тракта, сепсис. Нозокомиальные вспышки"
1353,Enterococcus gallinarum,"Бактериемия, абсцессы, эндокардиты, менингиты, инфекции уретрального тракта, перитониты, остеомиелиты, раневые инфекции. Нозокомиальные вспышки"
160453,Enterococcus gilvus,"Бактериемия, абсцессы, эндокардиты, менингиты, инфекции уретрального тракта, перитониты, остеомиелиты, раневые инфекции. Нозокомиальные вспышки"
1354,Enterococcus hirae,"Бактериемия, абсцессы, эндокардиты, менингиты, инфекции уретрального тракта, перитониты, остеомиелиты, раневые инфекции. Нозокомиальные вспышки"
71451,Enterococcus malodoratus,"Бактериемия, абсцессы, эндокардиты, менингиты, инфекции уретрального тракта, перитониты, остеомиелиты, раневые инфекции. Нозокомиальные вспышки"
53346,Enterococcus mundtii,"Бактериемия, абсцессы, эндокардиты, менингиты, инфекции уретрального тракта, перитониты, остеомиелиты, раневые инфекции. Нозокомиальные вспышки"
160454,Enterococcus pallens,"Бактериемия, абсцессы, эндокардиты, менингиты, инфекции уретрального тракта, перитониты, остеомиелиты, раневые инфекции. Нозокомиальные вспышки"
44007,Enterococcus pseudoavium,"Бактериемия, абсцессы, эндокардиты, менингиты, инфекции уретрального тракта, перитониты, остеомиелиты, раневые инфекции. Нозокомиальные вспышки"
71452,Enterococcus raffinosus,"Бактериемия, абсцессы, эндокардиты, менингиты, инфекции уретрального тракта, перитониты, остеомиелиты, раневые инфекции. Нозокомиальные вспышки"
37734,Enterococcus casseliflavus,"Бактериемия, абсцессы, эндокардиты, менингиты, инфекции уретрального тракта, перитониты, остеомиелиты, раневые инфекции. Нозокомиальные вспышки"
55211,Erwinia persicina,Инфекции уретрального тракта
1648,Erysipelothrix rhusiopathiae,"Эризепелоид. Бактериемия, эндокардиты, остемиелиты. Зооноз "
208962,Escherichia albertii,Диарея
562,Escherichia coli,"Инфекции уретрального тракта, бактериемия, менингиты, энтериты"
564,Escherichia fergusonii,"Бактериемия, раневые инфекции, инфекции уретрального тракта"
565,Escherichia hermannii,Раневые инфекции
35517,Eubacterium brachy,"Раневые инфекции, абсцессы, септицемия, периодонтиты"
53442,Eubacterium callanderi,"Раневые инфекции, абсцессы, септицемия, периодонтиты"
56774,Eubacterium infirmum,"Раневые инфекции, абсцессы, септицемия, периодонтиты"
1736,Eubacterium limosum,"Раневые инфекции, абсцессы, септицемия, периодонтиты"
76124,Eubacterium minutum,"Раневые инфекции, абсцессы, септицемия, периодонтиты"
83339,Eubacterium multiforme,"Раневые инфекции, абсцессы, септицемия, периодонтиты"
35518,Eubacterium nodatum,"Раневые инфекции, абсцессы, септицемия, периодонтиты"
51123,Eubacterium saphenum,"Раневые инфекции, абсцессы, септицемия, периодонтиты"
143393,Eubacterium sulci,"Раневые инфекции, абсцессы, септицемия, периодонтиты"
1737,Paraclostridium tenue,"Раневые инфекции, абсцессы, септицемия, периодонтиты"
39494,Eubacterium tortuosum,"Раневые инфекции, абсцессы, септицемия, периодонтиты"
39496,Eubacterium ventriosum,"Раневые инфекции, абсцессы, септицемия, периодонтиты"
39498,Eubacterium yurii,"Раневые инфекции, абсцессы, септицемия, периодонтиты"
41202,Ewingella americana,"Септицемия, раневые инфекции, инфекции уретрального тракта"
41170,Exiguobacterium acetylicum,"Раневые инфекции, бактериемия "
33987,Exiguobacterium aurantiacum,"Раневые инфекции, бактериемия "
46507,Ezakiella coagulans,"Абсцессы, бактериемия, раневые инфекции, инфекции ассоциированные с укусами, хронический средний отит, воспаления органов таза, сепсис новорожденных"
178214,Facklamia hominis,"Инфекции уретрального тракта, бактериемия, абсцессы"
137730,Facklamia ignava,"Инфекции уретрального тракта, бактериемия, абсцессы"
82347,Facklamia languida,"Инфекции уретрального тракта, бактериемия, абсцессы"
87650,Facklamia sourekii,"Инфекции уретрального тракта, бактериемия, абсцессы"
39482,Faecalicatena contorta,"Раневые инфекции, абсцессы, септицемия, периодонтиты"
1544,Faecalicatena orotica,"Раневые инфекции, бактериемия, абсцессы"
39483,Faecalitalea cylindroides,"Раневые инфекции, бактериемия, абсцессы"
82135,Fannyhessea vaginae,Бактериальный вагиноз
236753,Fastidiosipila sanguinis,"Бактериемия, остеиты"
938288,Fenollaria massiliensis,Редкий
28122,Fibrobacter intestinalis,Редкий
143361,Filifactor alocis,"Гингивиты, периодонтиты"
29374,Filifactor villosus,"Гингивиты, периодонтиты"
1260,Finegoldia magna,"Септические артриты, раневые инфекции, нозокомиальные инфекции"
292800,Flavonifractor plautii,"Раневые инфекции, абсцессы, септицемия, периодонтиты"
622488,Francisella hispaniensis,Бактериемия. Ассоциирован с водоемами
2016517,Francisella opportunistica,Бактериемия
28110,Francisella philomiragia,Септицемия
263,Francisella tularensis,Туляремия
123824,Frederiksenia canicola,Инфекции ассоциированные с укусами. Ассоциирован с укусами собак
651822,Fretibacterium fastidiosum,Периодонтиты
849,Fusobacterium gonidiaformans,"Абсцессы, бактериемия, периодонтиты, эндокардиты, некробациллез"
850,Fusobacterium mortiferum,"Абсцессы, бактериемия, периодонтиты, эндокардиты, некробациллез"
77917,Fusobacterium naviforme,"Абсцессы, бактериемия, периодонтиты, эндокардиты, некробациллез"
858,Fusobacterium necrogenes,"Абсцессы, бактериемия, периодонтиты, эндокардиты, некробациллез"
859,Fusobacterium necrophorum,"Абсцессы, бактериемия, периодонтиты, эндокардиты, некробациллез"
851,Fusobacterium nucleatum,"Абсцессы, бактериемия, периодонтиты, эндокардиты, некробациллез"
860,Fusobacterium periodonticum,"Абсцессы, бактериемия, периодонтиты, эндокардиты, некробациллез"
854,Fusobacterium russii,"Абсцессы, бактериемия, периодонтиты, эндокардиты, некробациллез"
861,Fusobacterium ulcerans,"Абсцессы, бактериемия, периодонтиты, эндокардиты, некробациллез"
856,Fusobacterium varium,"Абсцессы, бактериемия, периодонтиты, эндокардиты, некробациллез"
750,Gallibacterium anatis,"Бактериемия, бронхопневмонии. Зооноз (птицы)"
2702,Gardnerella vaginalis,Внутриматочный и неонатальный сепсис
502393,Gemella asaccharolytica,Редкий
84136,Gemella bergeri,"Бактериемия, абсцессы, спонидлиты, эндокардиты"
1379,Gemella haemolysans,"Бактериемия, эндокардиты"
29391,Gemella morbillorum,"Бактериемия, эндокардиты"
1179782,Gemella parahaemolysans,Редкий
84135,Gemella sanguinis,"Бактериемия, эндокардиты"
1179787,Gemella taiwanensis,"Бактериемия, эндокардиты"
66228,Gleimia europaea,Актиномикоз
595468,Gleimia hominis,Актиномикоз
13076,Globicatella sanguinis,"Бактериемия, инфекции уретрального тракта, менингиты"
162496,Glutamicibacter creatinolyticus,"Инфекции уретрального тракта, бактериемия"
36820,Gordonia aichensis,"Легочные инфекции, холециститы, абсцессы груди, раневые инфекции, абсцессы мозга, бактериемия, отиты"
36821,Gordonia amarae,Редкий
263909,Gordonia araii,"Легочные инфекции, холециститы, абсцессы груди, раневые инфекции, абсцессы мозга, бактериемия, отиты"
2054,Gordonia bronchialis,"Легочные инфекции, холециститы, абсцессы груди, раневые инфекции, абсцессы мозга, бактериемия, отиты"
263908,Gordonia effusa,"Легочные инфекции, холециститы, абсцессы груди, раневые инфекции, абсцессы мозга, бактериемия, отиты"
1701090,Gordonia hongkongensis,Бактериемия
1004901,Gordonia iterans,"Бактериемия, пневмонии"
249058,Gordonia otitidis,"Легочные инфекции, холециститы, абсцессы груди, раневые инфекции, абсцессы мозга, бактериемия, отиты"
84595,Gordonia polyisoprenivorans,"Легочные инфекции, холециститы, абсцессы груди, раневые инфекции, абсцессы мозга, бактериемия, отиты"
36822,Gordonia rubripertincta,"Легочные инфекции, холециститы, абсцессы груди, раневые инфекции, абсцессы мозга, бактериемия, отиты"
36823,Gordonia sputi,"Легочные инфекции, холециститы, абсцессы груди, раневые инфекции, абсцессы мозга, бактериемия, отиты"
2055,Gordonia terrae,"Легочные инфекции, холециститы, абсцессы груди, раневые инфекции, абсцессы мозга, бактериемия, отиты"
471189,Gordonibacter pamelaeae,Бактериемия
364410,Granulibacter bethesdensis,"Хронический гранулематоз, лимфадениты, менингиты"
46124,Granulicatella adiacens,"Эндокардиты, септические артриты, инфекции эндодонта"
137732,Granulicatella elegans,"Эндокардиты, септические артриты, инфекции эндодонта"
673,Grimontia hollisae,Диарея. Ассоциирован с употреблением в пищу морепродуктов
195105,Haematobacter massiliensis,"Бактериемия, эндокардиты"
366616,Haematobacter missouriensis,"Бактериемия, эндокардиты"
479106,Haematomicrobium sanguinis,Бактериемия
1549855,Haematospirillum jordaniae,"Бактериемия, сепсис. Ассоциирован с водой"
197575,Haemophilus aegyptius,Бразильская пурпурная лихорадка
730,Haemophilus ducreyi,Мягкий шанкр
726,Haemophilus haemolyticus,"HACEK. Бактериемия, септические артриты, эндокардиты"
727,Haemophilus influenzae,"HACEK. Бактериемия, эндокардиты, менингиты, эпиглоттиты"
1461579,Haemophilus massiliensis,Редкий
735,Haemophilus parahaemolyticus,HACEK. Эндокардиты 
729,Haemophilus parainfluenzae,"HACEK. Синуситы, средний, отит, пневмонии, абсцессы, эндокардиты"
249188,Haemophilus pittmaniae,"Синуситы, средний, отит, пневмонии, абсцессы, эндокардиты"
1078480,Haemophilus sputorum,Эндокардиты
569,Hafnia alvei,Энтериты
546367,Hafnia paralvei,Энтериты
242750,Hallella bergensis,"Абсцессы, бактериемия, раневые инфекции, инфекции ассоциированные с укусами, инфекции уретрального тракта, периодонтиты, инфекции эндодонта"
1703337,Hallella colorans,"Абсцессы, бактериемия, раневые инфекции, инфекции ассоциированные с укусами, инфекции уретрального тракта, периодонтиты, инфекции эндодонта"
310514,Hallella multisaccharivorax,"Абсцессы, бактериемия, раневые инфекции, инфекции ассоциированные с укусами, инфекции уретрального тракта, периодонтиты, инфекции эндодонта"
502829,Halomonas hamiltonii,Лимфадениты
502821,Halomonas stevensii,Лимфадениты
44935,Halomonas venusta,Редкий. Ассоциирован с рыбой
86175,Halopseudomonas pertucinogena,"Бактериемия, инфекции уретрального тракта, раневые инфекции, абсцессы, септические артриты, конъюнктивиты, эндокардиты, менингиты, отиты. Нозокомиальные инфекции у ослабленных лиц"
1498,Hathewaya histolytica,"Раневые инфекции, бактериемия, абсцессы, газовая гангрена"
1536,Hathewaya limosa,"Раневые инфекции, бактериемия, абсцессы"
1179467,Hazenella coriacea,Бактериемия
521392,Helcobacillus massiliensis,Редкий
40091,Helcococcus kunzii,"Инфекции сальных желез, абсцессы груди, раневые инфекции. Флора кожи"
241555,Helcococcus sueciensis,"Инфекции сальных желез, абсцессы груди, раневые инфекции. Флора кожи"
267400,Helcococcus pyogenes,"Инфекции сальных желез, абсцессы груди, раневые инфекции. Флора кожи"
37372,Helicobacter bilis ,"Бактериемия, холециститы. Зооноз (грызуны)"
56877,Helicobacter bizzozeronii,Гастриты. Зооноз (домашние и с/х животные)
123841,Helicobacter canadensis,"Гастроэнтериты. Зооноз (млекопитающие, птицы)"
29419,Helicobacter canis,Гастроэнтерит. Зооноз (собаки)
213,Helicobacter cinaedi,"Проктиты, септицемия. Зооноз (грызуны). Бактериемия у ВИЧ+ лиц"
214,Helicobacter felis,Гастриты. Зооноз (домашние и с/х животные)
