TaxID,Name,Pathogenic associations
215,Helicobacter fennelliae,"Проктиты, септицемия. Зооноз (грызуны)"
35817,Helicobacter heilmannii,Гастриты. Зооноз (домашние и с/х животные)
32025,Helicobacter hepaticus,Редкий
35818,Helicobacter pullorum,"Гастроэнтериты. Зооноз (млекопитающие, птицы)"
210,Helicobacter pylori,Гастриты
56878,Helicobacter salomonis,Гастриты. Зооноз (домашние и с/х животные)
104628,Helicobacter suis,Гастриты. Зооноз (домашние и с/х животные)
157268,Helicobacter winghamensis,Гастроэнтериты
95150,Helicobacter rappini,"Бактериемия, диарея"
863372,Herbaspirillum huttiense,Бактериемия
964,Herbaspirillum seropedicae,Бактериемия
568783,Herbaspirillum aquaticum,"Бактериемия, пневмонии"
1398,Heyndrickxia coagulans,"Пневмонии, септицемия, инфекции роговицы, менингиты, пищевые отравления, глазные инфекции, легочные инфекции"
61171,Holdemania filiformis,Флора кишечника
28127,Hoylesella buccalis,"Абсцессы, бактериемия, раневые инфекции, инфекции ассоциированные с укусами, инфекции уретрального тракта, периодонтиты, инфекции эндодонта"
76123,Hoylesella enoeca,"Абсцессы, бактериемия, раневые инфекции, инфекции ассоциированные с укусами, инфекции уретрального тракта, периодонтиты, инфекции эндодонта"
840,Hoylesella loescheii,"Абсцессы, бактериемия, раневые инфекции, инфекции ассоциированные с укусами, инфекции уретрального тракта, периодонтиты, инфекции эндодонта"
189722,Hoylesella marshii,"Абсцессы, бактериемия, раневые инфекции, инфекции ассоциированные с укусами, инфекции уретрального тракта, периодонтиты, инфекции эндодонта"
425941,Hoylesella nanceiensis,"Абсцессы, бактериемия, раневые инфекции, инфекции ассоциированные с укусами, инфекции уретрального тракта, периодонтиты, инфекции эндодонта"
28134,Hoylesella oralis,"Абсцессы, бактериемия, раневые инфекции, инфекции ассоциированные с укусами, инфекции уретрального тракта, периодонтиты, инфекции эндодонта"
407975,Hoylesella pleuritidis,"Абсцессы, бактериемия, раневые инфекции, инфекции ассоциированные с укусами, инфекции уретрального тракта, периодонтиты, инфекции эндодонта"
386414,Hoylesella timonensis,"Абсцессы, бактериемия, раневые инфекции, инфекции ассоциированные с укусами, инфекции уретрального тракта, периодонтиты, инфекции эндодонта"
1096246,Hungatella effluvii,Бактериемия
154046,Hungatella hathewayi,Бактериемия
472583,Ignatzschineria indica,Бактериемия
112009,Ignatzschineria larvae,Бактериемия
89093,Ignavigranum ruoffiae,"Раневые инфекции, инфекции уха"
171674,Inquilinus limosus,Муковисцидоз
262209,Janibacter melonis,Бактериемия
428712,Jonquetella anthropi,"Инфекции эндодонта, абсцессы"
206506,Kerstersia gyiorum,Раневые инфекции
206505,Kerstersia similis,Раневые инфекции
502,Kingella denitrificans,"HACEK. Септические артриты, эндокардиты, инфекции ассоциированные с укусами"
504,Kingella kingae,"HACEK. Септические артриты, эндокардиты, инфекции ассоциированные с укусами"
505,Kingella oralis,"Септическе артриты, эндокардиты, инфекции ассоциированные с укусами"
265175,Kingella potus,"Септическе артриты, эндокардиты, инфекции ассоциированные с укусами"
548,Klebsiella aerogenes,"Бактериемия, инфекции респираторного тракта, инфекции уретрального тракта, раневые инфекции. Нозокомиальные вспышки"
39824,Klebsiella granulomatis,Донованоз (паховая гранулема)
2058152,Klebsiella grimontii,"Инфекции уретрального тракта, бактериемия, раневые инфекции, инфекции респираторного тракта. Нозокомиальные вспышки"
54291,Klebsiella ornithinolytica,"Бактериемия, инфекции уретрального тракта, сепсис, панкреатиты, раневые инфекции, инфекции респираторного тракта. Нозокомиальные вспышки"
571,Klebsiella oxytoca,"Инфекции уретрального тракта, бактериемия, раневые инфекции, инфекции респираторного тракта. Нозокомиальные вспышки"
2587529,Klebsiella pasteurii,"Инфекции уретрального тракта, бактериемия, раневые инфекции, инфекции респираторного тракта. Нозокомиальные вспышки"
573,Klebsiella pneumoniae,"ESKAPE. Инфекции уретрального тракта, бактериемия, раневые инфекции, инфекции респираторного тракта, сепсис. Нозокомиальные вспышки"
1463165,Klebsiella quasipneumoniae,"Инфекции уретрального тракта, бактериемия, раневые инфекции, инфекции респираторного тракта. Нозокомиальные вспышки"
244366,Klebsiella variicola,"Инфекции уретрального тракта, раневые инфекции, инфекции респираторного тракта"
575,Klebsiella planticola,"Бактериемия, инфекции уретрального тракта, сепсис, панкреатиты"
39831,Klebsiella pneumoniae subsp. rhinoscleromatis,Риносклерома
577,Klebsiella terrigena,"Бактериемия, инфекции уретрального тракта, сепсис, панкреатиты"
51288,Kluyvera ascorbata,"Бактериемия, инфекции уретрального тракта, медиастениты, сепсис"
580,Kluyvera cryocrescens,"Бактериемия, инфекции уретрального тракта, медиастениты, сепсис"
73098,Kluyvera georgiana,"Бактериемия, инфекции уретрального тракта, медиастениты, сепсис"
61648,Kluyvera intermedia,"Бактериемия, инфекции уретрального тракта, медиастениты, сепсис"
223184,Kocuria marina,"Бактериемия, перитониты"
72000,Kocuria rhizophila,Бактериемия
1275,Kocuria rosea,"Холециститы, сепсис"
664639,Kocuria salsicia,Редкий
1272,Kocuria varians,"Холециститы, сепсис"
208223,Kosakonia cowanii,Холециститы
2529380,Kosakonia quasisacchari,Раневые инфекции
33946,Kurthia gibsonii,"Бактериемия, эндокардиты"
1141647,Nocardia arizonensis,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
228602,Nocardia arthritidis,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
209252,Nocardia asiatica,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
1824,Nocardia asteroides,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
95162,Nocardia beijingensis,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
37326,Nocardia brasiliensis,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
37327,Nocardia brevicatena,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
37328,Nocardia carnea,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
257281,Nocardia concava,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
135487,Nocardia cyriacigeorgica,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
300029,Nocardia elegans,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
290231,Nocardia exalbida,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
37329,Nocardia farcinica,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
2749991,Nocardia gipuzkoensis,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
358707,Nocardia harenae,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
228599,Nocardia higoensis,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
145285,Nocardia ignorata,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
209246,Nocardia inohanensis,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
341199,Nocardia kroppenstedtii,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
261477,Nocardia kruczakiae,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
279262,Nocardia mexicana,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
508464,Nocardia mikamii,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
236511,Nocardia neocaledoniensis,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
209249,Nocardia niigatensis,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
356145,Nocardia ninae,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
626084,Nocardia niwae,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
37330,Nocardia nova,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
1823,Nocardia otitidiscaviarum,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
114259,Nocardia paucivorans,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
228601,Nocardia pneumoniae,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
45979,Nocardia pseudobrasiliensis,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
208602,Nocardia puris,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
1769161,Nocardia shinanonensis,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
248552,Nocardia sienata,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
259390,Nocardia takedensis,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
455432,Nocardia terpenica,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
1701089,Pseudonocardia thailandensis,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
257275,Nocardia thailandica,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
37333,Nocardia transvalensis,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
257274,Nocardia vermiculata,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
132249,Nocardia veterana,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
96468,Nocardia vinacea,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
1141657,Nocardia vulneris,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
480035,Nocardia wallacei,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
209247,Nocardia yamanashiensis,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
248551,Nocardia testacea,"Нокардиоз (включая бактериемию, легочные инфекции и инфекции мягких тканей)"
61305,Nocardiopsis synnemataformans,"Мицетома, инфекции кожи, легочные инфекции, конъюнктивиты"
2014,Nocardiopsis dassonvillei,"Мицетома, инфекции кожи, легочные инфекции, конъюнктивиты"
1095769,Noviherbaspirillum massiliense,Флора кишечника
28118,Odoribacter splanchnicus,"Абсцессы, бактериемия, раневые инфекции, инфекции ассоциированные с укусами, хронический средний отит, воспаления органов таза, сепсис новорожденных"
1713,Oerskovia turbata,"Бактериемия, эндокардиты. Эндокардиты, эндофтальмиты, перитонеальные инфекции"
90244,Oligella ureolytica,"Инфекции уретрального тракта, септицемия. Ассоциирован с мочевым катетером"
90245,Oligella urethralis,"Инфекции уретрального тракта, септицемия. Ассоциирован с мочевым катетером"
133926,Olsenella uli,Инфекции эндодонта
1501332,Oribacterium asaccharolyticum,Флора кишечника
1501329,Oribacterium parvum,Флора рта
237576,Oribacterium sinus,Флора рта
784,Orientia tsutsugamushi,Японская речная лихорадка
1263547,Oscillibacter ruminantium,Бактериемия
643674,Paenalcaligenes hominis,Бактериемия
44250,Paenibacillus alvei,"Септицемия, менингиты, пневмонии"
1451,Paenibacillus amylolyticus,Остеомиелиты
311244,Paenibacillus assamensis,Редкий
237530,Paenibacillus cineris,"Септицемия, менингиты, пневмонии"
59843,Paenibacillus glucanolyticus,"Септицемия, менингиты, пневмонии"
479474,Paenibacillus konsidensis,"Септицемия, менингиты, пневмонии"
44252,Paenibacillus macerans,"Септицемия, менингиты, пневмонии"
225917,Paenibacillus massiliensis,"Септицемия, менингиты, пневмонии"
1406,Paenibacillus polymyxa,"Септицемия, менингиты, пневмонии"
78057,Paenibacillus popilliae,"Септицемия, менингиты, пневмонии"
441151,Paenibacillus provencensis,"Септицемия, менингиты, пневмонии"
629724,Paenibacillus residui,"Септицемия, менингиты, пневмонии"
225906,Paenibacillus sanguinis,"Септицемия, менингиты, пневмонии"
646095,Paenibacillus sputi,"Септицемия, менингиты, пневмонии"
49283,Paenibacillus thiaminolyticus,"Септицемия, менингиты, пневмонии"
225915,Paenibacillus timonensis,"Септицемия, менингиты, пневмонии"
160487,Paenibacillus turicensis,"Септицемия, менингиты, пневмонии"
1133364,Paenibacillus vulneris,"Септицемия, менингиты, пневмонии"
29358,Paeniclostridium ghonii,"Раневые инфекции, бактериемия, абсцессы"
1505,Paeniclostridium sordellii,"Токсический шок, пневмонии"
93218,Pandoraea apista,"Бактериемия, муковисцидоз"
1891094,Pandoraea fibrosis,Легочные инфекции
93220,Pandoraea pnomenusa,"легочные инфекции, сепсис"
93221,Pandoraea pulmonicola,Легочные инфекции
93222,Pandoraea sputorum,"легочные инфекции, сепсис"
121719,Pannonibacter phragmitetus,"Бактериемия, КАИК"
549,Pantoea agglomerans,"Бактериемия, эндокардиты, раневые инфекции, инфекции ассоциированные с укусами, эндофтальмиты, целлюлиты"
553,Pantoea ananatis,"Бактериемия, эндокардиты, раневые инфекции, инфекции ассоциированные с укусами, эндофтальмиты, целлюлиты"
472694,Pantoea brenneri,"Бактериемия, эндокардиты, раневые инфекции, инфекции ассоциированные с укусами, эндофтальмиты, целлюлиты"
472705,Pantoea conspicua,"Бактериемия, эндокардиты, раневые инфекции, инфекции ассоциированные с укусами, эндофтальмиты, целлюлиты"
59814,Pantoea dispersa,"Бактериемия, эндокардиты, раневые инфекции, инфекции ассоциированные с укусами, эндофтальмиты, целлюлиты"
472693,Pantoea eucrina,"Бактериемия, эндокардиты, раневые инфекции, инфекции ассоциированные с укусами, эндофтальмиты, целлюлиты"
472695,Pantoea septica,"Бактериемия, эндокардиты, раневые инфекции, инфекции ассоциированные с укусами, эндофтальмиты, целлюлиты"
2685834,Parabacteroides chongii,Абсцессы
823,Parabacteroides distasonis,Абсцессы
328812,Parabacteroides goldsteinii,Абсцессы
574930,Parabacteroides gordonii,Абсцессы
46503,Parabacteroides merdae,Абсцессы
134537,Paraburkholderia fungorum,"Септические артриты, бактериемия, менингиты"
83552,Parachlamydia acanthamoebae,Инфекции респираторного тракта
2662455,Paraclostridium dentum,Зубной камень
1490,Paraclostridium bifermentans,"Абсцессы мозга, лимфадениты, некротизирующий эндометрит, инфекции протезированных суставов, эндокардиты, эмпиема"
1545044,Paracoccus sanguinis,Бактериемия
147645,Paracoccus yeei,Бактериемия
230658,Paraeggerthella hongkongensis,"Абсцессы прямой кишки, бактериемия"
2100819,Parapseudoflavitalea muciniphila,Редкий
78258,Parascardovia denticolens,Зубной кариес
821,Phocaeicola vulgatus,"Абсцессы, бактериемия, раневые инфекции, инфекции ассоциированные с укусами, хронический средний отит, воспаления органов таза, сепсис новорожденных"
38293,Photobacterium damselae,"Раневые инфекции, бактериемия. Ассоциирован с рыбой"
29488,Photorhabdus luminescens,"Бактериемия, раневые инфекции"
291112,Photorhabdus asymbiotica,"Бактериемия, инфекции мягких тканей"
703,Plesiomonas shigelloides,"Гастроэнтериты, септицемия, менингиты, эндофтальмиты. Ассоциирован с водой и пищей"
61647,Pluralibacter gergoviae,"Бактериемия, инфекции респираторного тракта, инфекции уретрального трактаю Нозокомиальные вспышки"
1908342,Pontibacter altruii,Бактериемия
28123,Porphyromonas asaccharolytica,"Смешанные анаэробные инфекции, периодонтиты, инфекции ассоциированные с укусами. Флора рта человека и животных"
501496,Porphyromonas bennonis,"Смешанные анаэробные инфекции, периодонтиты, инфекции ассоциированные с укусами. Флора рта человека и животных"
36874,Porphyromonas cangingivalis,"Смешанные анаэробные инфекции, периодонтиты, инфекции ассоциированные с укусами. Флора рта человека и животных"
36875,Porphyromonas canoris,"Смешанные анаэробные инфекции, периодонтиты, инфекции ассоциированные с укусами. Флора рта человека и животных"
41976,Porphyromonas catoniae,"Смешанные анаэробные инфекции, периодонтиты, инфекции ассоциированные с укусами. Флора рта человека и животных"
29524,Porphyromonas circumdentaria,"Смешанные анаэробные инфекции, периодонтиты, инфекции ассоциированные с укусами. Флора рта человека и животных"
393921,Porphyromonas crevioricanis,"Смешанные анаэробные инфекции, периодонтиты, инфекции ассоциированные с укусами. Флора рта человека и животных"
28124,Porphyromonas endodontalis,"Смешанные анаэробные инфекции, периодонтиты, инфекции ассоциированные с укусами. Флора рта человека и животных"
837,Porphyromonas gingivalis,"Смешанные анаэробные инфекции, периодонтиты, инфекции ассоциированные с укусами. Флора рта человека и животных"
28114,Porphyromonas levii,"Смешанные анаэробные инфекции, периодонтиты, инфекции ассоциированные с укусами. Флора рта человека и животных"
28115,Porphyromonas macacae,"Смешанные анаэробные инфекции, периодонтиты, инфекции ассоциированные с укусами. Флора рта человека и животных"
322095,Porphyromonas somerae,"Смешанные анаэробные инфекции, периодонтиты, инфекции ассоциированные с укусами. Флора рта человека и животных"
281920,Porphyromonas uenonis,"Смешанные анаэробные инфекции, периодонтиты, инфекции ассоциированные с укусами. Флора рта человека и животных"
419005,Prevotella amnii,Редкий. Выделен из амниотической жидкости
596085,Prevotella aurantiaca,Флора рта
33012,Propionimicrobium lymphophilum,Инфекции уретрального тракта. Ассоциация с лимфомой Ходжкина
2050967,Proteus faecis,"Инфекции уретрального тракта, бактериемия, раневые инфекции, абсцессы"
584,Proteus mirabilis,"Инфекции уретрального тракта, бактериемия, раневые инфекции, абсцессы"
102862,Proteus penneri,"Инфекции уретрального тракта, бактериемия, раневые инфекции, абсцессы"
585,Proteus vulgaris,"Инфекции уретрального тракта, бактериемия, раневые инфекции, абсцессы"
126385,Providencia alcalifaciens,"Инфекции уретрального тракта, раневые инфекции, бактериемия"
333962,Providencia heimbachae,"Инфекции уретрального тракта, раневые инфекции, бактериемия"
587,Providencia rettgeri,"Инфекции уретрального тракта, раневые инфекции, бактериемия"
158850,Providencia rustigianii,"Инфекции уретрального тракта, раневые инфекции, бактериемия"
588,Providencia stuartii,"Инфекции уретрального тракта, раневые инфекции, бактериемия"
1671,Pseudarthrobacter oxydans,Бактериемия
158897,Pseudarthrobacter scleromae,Дерматозы
566,Pseudescherichia vulneris,Сепсис  
106588,Pseudoflavonifractor capillosus,"Абсцессы, бактериемия, раневые инфекции, инфекции ассоциированные с укусами, хронический средний отит, воспаления органов таза, сепсис новорожденных"
98671,Pseudoglutamicibacter albus,"Инфекции уретрального тракта, бактериемия, инфекции кожи"
156979,Pseudoglutamicibacter cumminsii,"Отиты, инфекции уретрального тракта, бактериемия"
157692,Pseudoleptotrichia goodfellowii,Редкий
287,Pseudomonas aeruginosa,"ESKAPE. Бактериемия, инфекции уретрального тракта, раневые инфекции, абсцессы, септические артриты, конъюнктивиты, эндокардиты, менингиты, отиты, сепсис. Нозокомиальные инфекции у ослабленных лиц"
43263,Pseudomonas alcaligenes,"Бактериемия, инфекции уретрального тракта, раневые инфекции, абсцессы, септические артриты, конъюнктивиты, эндокардиты, менингиты, отиты. Нозокомиальные инфекции у ослабленных лиц"
147728,Pseudomonas andersonii,"Бактериемия, инфекции уретрального тракта, раневые инфекции, абсцессы, септические артриты, конъюнктивиты, эндокардиты, менингиты, отиты. Нозокомиальные инфекции у ослабленных лиц"
2219225,Pseudomonas asiatica,"Бактериемия, инфекции уретрального тракта, раневые инфекции, абсцессы, септические артриты, конъюнктивиты, эндокардиты, менингиты, отиты. Нозокомиальные инфекции у ослабленных лиц"
587753,Pseudomonas chlororaphis,"Бактериемия, инфекции уретрального тракта, раневые инфекции, абсцессы, септические артриты, конъюнктивиты, эндокардиты, менингиты, отиты. Нозокомиальные инфекции у ослабленных лиц"
294,Pseudomonas fluorescens,"Бактериемия, инфекции уретрального тракта, раневые инфекции, абсцессы, септические артриты, конъюнктивиты, эндокардиты, менингиты, отиты. Нозокомиальные инфекции у ослабленных лиц"
47880,Pseudomonas fulva,"Бактериемия, инфекции уретрального тракта, раневые инфекции, абсцессы, септические артриты, конъюнктивиты, эндокардиты, менингиты, отиты. Нозокомиальные инфекции у ослабленных лиц"
256466,Pseudomonas japonica,"Бактериемия, инфекции уретрального тракта, раневые инфекции, абсцессы, септические артриты, конъюнктивиты, эндокардиты, менингиты, отиты. Нозокомиальные инфекции у ослабленных лиц"
2666183,Pseudomonas juntendi,"Бактериемия, инфекции уретрального тракта, раневые инфекции, абсцессы, септические артриты, конъюнктивиты, эндокардиты, менингиты, отиты. Нозокомиальные инфекции у ослабленных лиц"
300,Pseudomonas mendocina,"Бактериемия, инфекции уретрального тракта, раневые инфекции, абсцессы, септические артриты, конъюнктивиты, эндокардиты, менингиты, отиты. Нозокомиальные инфекции у ослабленных лиц"
76759,Pseudomonas monteilii,"Бактериемия, инфекции уретрального тракта, раневые инфекции, абсцессы, септические артриты, конъюнктивиты, эндокардиты, менингиты, отиты. Нозокомиальные инфекции у ослабленных лиц"
180588,Psychrobacter faecalis,"Менингиты, бактериемия, глазные инфекции"
498,Psychrobacter immobilis,"Менингиты, бактериемия, глазные инфекции"
29432,Psychrobacter phenylpyruvicus,"Менингиты, бактериемия, глазные инфекции"
861445,Psychrobacter sanguinis,"Менингиты, бактериемия, глазные инфекции"
638849,Pyramidobacter piscolens,Инфекции периодонта
34038,Rahnella aquatilis,"Инфекции уретрального тракта, септицемия. У ослабленных пациентов"
190721,Ralstonia insidiosa,"Менингиты, перитониты, бактериемия, инфекции уретрального тракта, легочные инфекции"
105219,Ralstonia mannitolilytica,"Менингиты, перитониты, бактериемия, инфекции уретрального тракта, легочные инфекции"
1829,Rhodococcus rhodochrous,Редкий
45262,Rickettsia aeschlimannii,Риккетсиозы группы пятнистых лихорадок. Клещевые инфекции
35788,Rickettsia africae,Риккетсиозы группы пятнистых лихорадок. Клещевые инфекции
786,Rickettsia akari,Риккетсиозы группы пятнистых лихорадок. Клещевые инфекции
787,Rickettsia australis,Риккетсиозы группы пятнистых лихорадок. Клещевые инфекции
781,Rickettsia conorii,Риккетсиозы группы пятнистых лихорадок. Клещевые инфекции
42862,Rickettsia felis,Риккетсиозы группы пятнистых лихорадок. Клещевые инфекции
35789,Rickettsia helvetica,Риккетсиозы группы пятнистых лихорадок. Клещевые инфекции
37816,Rickettsia honei,Риккетсиозы группы пятнистых лихорадок. Клещевые инфекции
35790,Rickettsia japonica,Риккетсиозы группы пятнистых лихорадок. Клещевые инфекции
35791,Rickettsia massiliae,Риккетсиозы группы пятнистых лихорадок. Клещевые инфекции
109232,Rickettsia monacensis,Риккетсиозы группы пятнистых лихорадок. Клещевые инфекции
45261,Rickettsia mongolotimonae,Риккетсиозы группы пятнистых лихорадок. Клещевые инфекции
35792,Rickettsia parkeri,Риккетсиозы группы пятнистых лихорадок. Клещевые инфекции
782,Rickettsia prowazekii,Риккетсиозы группы пятнистых лихорадок. Клещевые инфекции
783,Rickettsia rickettsii,Риккетсиозы группы пятнистых лихорадок. Клещевые инфекции
35793,Rickettsia sibirica,Риккетсиозы группы пятнистых лихорадок. Клещевые инфекции
35794,Rickettsia slovaca,Риккетсиозы группы пятнистых лихорадок. Клещевые инфекции
334545,Rickettsia tamurae,Риккетсиозы группы пятнистых лихорадок. Клещевые инфекции
785,Rickettsia typhi,Риккетсиозы группы пятнистых лихорадок. Клещевые инфекции
676517,Rickettsiella massiliensis,Клещевые инфекции
180332,Robinsoniella peoriensis,"Бактериемия, инфекции костей, инфекции кожи"
758,Rodentibacter pneumotropicus,Редкий
204525,Roseomonas cervicalis,"Бактериемия, раневые инфекции, перитониты"
257708,Roseomonas gilardii,"Бактериемия, раневые инфекции, перитониты"
207340,Roseomonas mucosa,"Бактериемия, раневые инфекции, перитониты"
172042,Rothia aeria,Остеомиелиты. Флора рта
2047,Rothia dentocariosa,"Эндокардиты, абсцессы"